Sat May 02 04:28:45 +0000 2026	arad22860351	0	0	@saraataherii وقتی هم ما به خاطر قطع اینترنت بیکار شدیم امثال تو پفیوز با سیمکارت سفید احتمالا گوه میخوردین	https://x.com/arad22860351/status/2050432281622241322
Sat May 02 04:15:46 +0000 2026	Man1400ir	0	0	@MehdiNoorbaksh به عنوان یک ایرانی بهت میگم که نخوری کسی نمیگه لالی !\nپیرمرد بشین یک گوشه ماستتو بخور ! مگه بیکاری می‌آیی اینجا گه بلغور می کنی فحش بخوری ! \nجنگ بشه ، نشه ، به حال تو فرقی نمیکنه ! هیچکس تو را داخل آدم نمی دونه! مردم اسیر و گرفتار شدن هستند و تو متاسفانه هیچگونه درکی نداری!	https://x.com/Man1400ir/status/2050429012317442311
Sat May 02 04:06:10 +0000 2026	DamDami	9	0	با این وضعیت محاصره دریایی اقتصادی، بیکاری، تورم، اینترنت طبقاتی و بدبختی، جاکشان معتقدن که وصل شدن اینترنت باعث به خطر افتادن امنیت ملی میشه!\nقبر پدرتونو سگ بگاد حرام‌زاده‌ها	https://x.com/DamDami/status/2050426597975425214
Sat May 02 04:00:03 +0000 2026	Medinfo_X	32	6	بحران‌های اقتصادی همراه با تورم و بیکاری گسترده و همچنین مشکلاتی مانند قطع اینترنت، باعث انباشت خشم عظیمی در جامعه شده است که مستقیماً به شکل‌گیری و گسترش قیام‌ها و خیزش‌های مردمی می‌انجامد. \n\nقدرت اصلی مردم ایران در برابر حکومت، در همین خیزش‌های میلیونی نهفته است. \n\nحتی در صورتی	https://x.com/Medinfo_X/status/2050425059437924519
Sat May 02 03:53:24 +0000 2026	codeine1376	6	0	یه زمانی از دیجی‌کالا لپ‌تاپ خریدم، رسید دستم روشن نشد. گفتن مرجوع کن، بعد زیرش زدن! تا وقتی توییت نکردم و بقیه هم تجربه‌هاشون رو نگفتن، کسی پاسخگو نبود. تماس گرفتن گفتن پس بفرست، ولی توییت رو پاک کن! گفتم اول پول بعد!\n\nالان با این اینترنت محدود، راحت‌تر میشه حق مردم رو خورد؟	https://x.com/codeine1376/status/2050423384849179123
Sat May 02 03:34:39 +0000 2026	Iran23WLF	0	0	@mhcz128 @RashidpourReza اگه داخل پروژه و پروسه نیست چطور هر دو شما از یک آخور دارید میخورید حرومزاده های مفت خور. \nمیلیون ها نفر بیکار شدن در ایران به خاطر قطعی اینترنت. فقط هزاران معلم هستند که با تدریس خصوصی به صورت آنلاین دارن کار می کنن. هزاران بیزینس آنلاین ورشکست شده. \n\nبعد شما دو تا حرومزاده	https://x.com/Iran23WLF/status/2050418665602916449
Sat May 02 03:27:00 +0000 2026	Lili_rose_199	1	0	روز سوم مهاجرت تازه رسیده بودم شهر مقصد \nبدون اینترنت و حتی سیمکارت، تو سرمای سگی و خونه ی خالی از سکنه :)\nفرداش از خواب بیدار شدم، با تصور اینکه خونه ی خودمونم و چند دقیقه طول کشید بفهمم کجام و بعدشم زدم زیر گریه :)	https://x.com/Lili_rose_199/status/2050416741579108680
Sat May 02 02:29:00 +0000 2026	MamaneNoodle	7	0	سومین روز مهاجرت ما ژینا رو کشتن و \nچند روز بعدش وقتی هنوز حتی سیم کارت و نت درستی نداشتم که با خانواده حرف بزنم\nاینترنت ایران رو قطع کردن\nدعواهای مفصلمون هیچی نشده شروع شده بوده\nو من تنهاترین ادم روی این کره خاکی بودم…	https://x.com/MamaneNoodle/status/2050402143622828521
Sat May 02 01:57:56 +0000 2026	miladmg59	0	0	سعید قاسمی نژاد از FDD اخراج شد\nبه نظر صهیونیست‌ها ایرانیان خائن عضو FDD رو  باعث شکست در این جنگ میدونن\nپس احتمالا به زودی از اونها انتقام بگیرن \nنظر تو چیه سعید \n@SGhasseminejad	https://x.com/miladmg59/status/2050394325633089928
Sat May 02 01:49:05 +0000 2026	azadtarin123	0	0	@fatimaalvand @Bardia_A2 آخه بی وطن بخاطر جنگ بیکار شدند یا بخاطر اینکه اربابات اینترنتو بستن؟ بخدا اون استخونی که آخوندها جلوت میندازن ارزش خونشویی براشونو نداره، آه این مادرها رو دنبال خودت نذار از سرنوشت خامنه ای مغول درس بگیر	https://x.com/azadtarin123/status/2050392098008899791
Sat May 02 01:15:47 +0000 2026	Shaaloodeh	2	0	ذهنم درگیره که اگر از اون دایره اولی که خودم رو درش با ایران و خاورمیانه و جنگ و مهاجرت و کار توصیف می‌کنم، بیام دایره پنجم، و بخوام خودم رو درش به عنوان یک خود کلی‌تر و بی‌تعلق‌تر توصیف کنم، از چه چهار کلمه‌ای استفاده می‌کنم. و جالبه که پیدا کردن اون کلمه‌ها برام آسون نیست.	https://x.com/Shaaloodeh/status/2050383716841562126
Sat May 02 01:13:31 +0000 2026	hunter_of57s	42	4	اگر شایعات درست باشه و قاسمی نژاد از FDD اخراج شده باشه  محتملترین معنا اینکه اسرائیل پروژه اش در جنگ روانی و استفاده از جنبش ملی به آخر رسیده و دیگه نیازی به رویافروشی و فریب مردم ایران نمیبینه. در دور بعدی جنگ هم به طرف زدن کامل زیرساختها و اهداف غیرنظامی میره...	https://x.com/hunter_of57s/status/2050383149570404549
Sat May 02 01:05:20 +0000 2026	amirnaeini	1	0	بیکار شدم از بی پولی بگا رفتم دیگه، هرچی پس انداز داشتم تموم شد، وصل کنید اون اینترنت رو بتونیم ۲زار پول دربیاریم	https://x.com/amirnaeini/status/2050381089441505367
