2050422579911966808	Sat May 02 03:50:12 +0000 2026	بر اساس گزارش‌ها، حسام علاءالدین، ۴۰ ساله و از مالکان پاساژ علاالدین، که به‌دلیل داشتن اینترنت ماهواره‌ای استارلینک توسط مأموران جمهوری اسلامی بازداشت شده بود، جان خود را از دست داده و پیکر بی‌جانش را به خانواده‌اش تحویل دادند.او پدر دو دختر خردسال دوقلو بود..  @iraneazadvaabad https://t.co/VUqOv2N59y
2050387614637740412	Sat May 02 01:31:16 +0000 2026	هیچ چیز این داستان به عقل جور در نمیاد. اولا که حکومت هنوز راه خوبی برای شناسایی استارلینک نداره. بعد این یارو میلیاردر هست و احتمالا تو یک برجی در شمال تهران زندگی می‌کنه، یعنی چی ریختن تو خونش؟ بعد همچین آدم وصلی چجوری یک ماه بازداشت بوده و خانواده هم از وضعش مطلع نبودند؟!
2050358890244788263	Fri May 01 23:37:07 +0000 2026	روزنامه نیویورک پست گزارش داده که در جریان سرکوب‌های اخیر در ایران، یک مرد ۴۰ ساله به نام حسام علاءالدین، پدر دو فرزند، پس از بازداشت به‌دلیل استفاده از اینترنت استارلینک، به‌طرز مرگباری مورد ضرب‌وشتم قرار گرفته و جان خود را از دست داده است؛ طبق این گزارش، نیروهای امنیتی پس از پیدا کردن دستگاه استارلینک در خانه‌اش، او را همان‌جا به‌شدت کتک زده‌اند و گفته می‌شود پیکر او تنها زمانی به خانواده تحویل داده شده که تعهد داده‌اند درباره مرگش صحبت نکنند، این در حالی است که همزمان گزارش‌هایی از اعدام یک قهرمان ۲۱ ساله کاراته به نام ساسان آزادور جونقانی نیز منتشر شده که گفته می‌شود پس از شرکت در یک اعتراض بازداشت، تحت فشار و شکنجه وادار به اعتراف شده و سپس اعدام شده است؛ این موارد بخشی از موج گسترده‌تری از سرکوب‌ها عنوان شده که شامل ده‌ها اعدام و برخوردهای شدید در بحبوحه محدودیت‌های اینترنتی و تلاش برای کنترل جریان اطلاعات در کشور است.
2050319832222925232	Fri May 01 21:01:55 +0000 2026	طی دوران جنگ کسانی که به دلایلی مثل استارلینک بازداشت میشدن شانس داشتن سالم بیان بیرون چون رژیم زیر فشار شدید جنگی و اضطرار بود. اما الان رژیم بخاطر استارلینک آدم میکشه و بسرعت اعدام میکنه. خارج نشین‌های نه_به_جنگ گو هم خیالشون راحت شد و رفتن خونشون، خوشحالید الان نه؟ https://t.co/wHO4hJLn8x
2050319756775825657	Fri May 01 21:01:37 +0000 2026	میگن چرا تو دنیا اسلام ستیزی وجود داره. فکن  خبر بازداشت و کشته شدن یه نفر به جرم داشتن استارلینک تو ایران رو بشنون. دوست داری درباره اسلام و شیعه چه فکری بکنن؟؟؟ حالا بقیه موارد که بماند... #اسلام_ستیزی
2050311815733690682	Fri May 01 20:30:04 +0000 2026	۲) بازداشت شده بود؛ اتهامی که به استفاده از استارلینک نسبت داده شده و ابهامات زیادی درباره مبنای آن وجود دارد.  گزارش‌های منتشر شده حاکی از آن است که این شهروند پیش از بازداشت، زندگی عادی داشته و مرگ او در بازداشت، نگرانی‌هایی جدی درباره وضعیت سایر بازداشت‌شدگان ایجاد کرده است. https://t.co/Ufd1Ejl69V
2050311809823818058	Fri May 01 20:30:03 +0000 2026	۱) حسام علاءالدین از وابستگاه مالک پاساژ علاءالدین به خاطر داشتن استارلینک، زیر شکنجه کشته شد  حسام علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از بازداشت توسط نیروهای امنیتی جان خود را از دست داده است.  او به‌همراه برادرش و با اتهام «استفاده از اینترنت جهانی»👇 https://t.co/2U3DLKOjxM
2050309559718170907	Fri May 01 20:21:06 +0000 2026	حسام علاءالدین، از بستگان مالک پاساژ علاءالدین، به‌دلیل داشتن اینترنت استارلینک در خانه‌اش بازداشت شد. بنا بر گزارش‌های منتشرشده، مزدوران خامنه‌ای او را زنده از منزلش بردند و چند روز بعد، با خانواده‌اش تماس گرفتند تا برای تحویل گرفتن پیکرش مراجعه کنند.  #مرگ_بر_ارتجاع_ساواک_باشه_یا_سپاه #حرف_اول_حرف_آخر_سرنگونی_سرنگونی #کانونهای_شورشی_مجاهد_خلق #آری_به_جمهوری_دموکراتیک #حکومت_شیادان #حکومت_دزدان_غارتگران #ایران_رو_پس_میگیریم  #تیک_تاک_سرنگونی
2050306921354162433	Fri May 01 20:10:37 +0000 2026	شهروند ۴۰ ساله، «به‌دلیل داشتن اینترنت ماهواره‌ای استارلینک» بازداشت شده بود، در اثر شکنجه در بازداشت جان باخته و پیکرش به خانواده‌اش تحویل داده شده است. https://t.co/sGQpaoT1lx
2050305101995110524	Fri May 01 20:03:23 +0000 2026	سری پیش که مامانم اومد به دیدارم، براش استارلینک خریدم  قبل برگشتش به ایران به صورت تصادفی تو خبرها خوندم که دولت ایران کسانی رو که استارلینک دارن بازداشت و مجازات میکنه😣 چقدر بدبختیم که باید بگم چقدر خوب شد بهش ندادم با خودش بیره ایران😐  #حسام_علاءالدین  #IranMassacre‌
2050276278385696893	Fri May 01 18:08:51 +0000 2026	حسام علاءالدین، حدود ۴۰ ساله و پدر دوقلوها، پس از بازداشت توسط نیروهای امنیتی جان باخت. او همراه برادرش با اتهام «استفاده از اینترنت جهانی» (نسبت‌داده‌شده به استارلینک) بازداشت شده بود؛ اتهامی مبهم و بحث‌برانگیز. #مرگ_بر_جمهوری_اسلامی #زندانیان_سیاسی
2050269114686374125	Fri May 01 17:40:23 +0000 2026	خلاصه چیزایی که تو این هفته تو توییتر دیدیم: یک جوون به خاطر پرتاب سنگ اعدام کردن پدر یک خانواده به دلیل داشتن استارلینک کشته شد دو تا بچه به دلیل بی کاری پدر گرسنه هستند و سو تغذیه دارن! 😭😭😭😭😭😭😭😭
2050268850315255948	Fri May 01 17:39:20 +0000 2026	🔺از بازداشت دو خواهر به جرم درخواست پیکر برادر اعدام‌شده تا مرگ مشکوک پس از بازداشت به اتهام داشتن استارلینک  ⬇️ بیشتر بخوانید:  https://t.co/Yrehewb8eK https://t.co/tdjUmqksY3
2050261971258233086	Fri May 01 17:12:00 +0000 2026	مرگ مشکوک حسام علاءالدین در بازداشتگاه؛ ابهام درباره شکنجه پس از بازداشت با اتهام استفاده از استارلینک  کانون حقوق بشر ایران، جمعه ۱۱ اردیبهشت‌ماه ۱۴۰۵ - مرگ #حسام_علاءالدین در #بازداشتگاه پس از #بازداشت به اتهام استفاده از #اینترنت جهانی، موج تازه‌ای از نگرانی درباره وضعیت #بازداشت‌شدگان در شکنجه‌گاه‌های امنیتی ایجاد کرده است. حسام علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از بازداشت همراه با برادرش جان خود را از دست داد؛ رخدادی که در غیاب هرگونه توضیح رسمی درباره علت مرگ یا شرایط بازداشت، فرضیه شکنجه منجر به مرگ را پررنگ کرده است. #حقوق_بشر ادامه خبر (https://t.co/283uBeXZBG)
2050260967863308633	Fri May 01 17:08:01 +0000 2026	#Iran حسام علاءالدین، از بستگان مالک پاساژ علاءالدین، به‌دلیل داشتن اینترنت استارلینک در خانه‌اش بازداشت شد. بنا بر گزارش‌های منتشرشده، مزدوران خامنه‌ای او را زنده از منزلش بردند و چند روز بعد، با خانواده‌اش تماس گرفتند تا برای تحویل گرفتن پیکرش مراجعه کنند. https://t.co/SYU133tgX9
2050256550657478792	Fri May 01 16:50:28 +0000 2026	🔴 مرگ مشکوک حسام علاءالدین بر اثر شکنجه در بازداشتگاه؛ نامبردە پس‌از اتهام استفاده از استارلینک بازداشت شدە بود!  حسام علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از بازداشت توسط نیروهای امنیتی جان خود را از دست داده است.  حسام علاءالدین، از بستگان مالک پاساژ علاءالدین، به‌دلیل داشتن اینترنت استارلینک در خانه‌اش بازداشت شد. بنا بر گزارش‌های منتشرشده، مزدوران خامنه‌ای او را زنده از منزلش بردند و چند روز بعد، با خانواده‌اش تماس گرفتند تا برای تحویل گرفتن پیکرش مراجعه کنند.  گزارش‌های منتشر شده حاکی از آن است که این شهروند پیش از بازداشت، زندگی عادی داشته و مرگ او در بازداشت، نگرانی‌هایی جدی درباره وضعیت سایر بازداشت‌شدگان ایجاد کرده است.  این روایت، بار دیگر چهره جنایتکار حکومتی را نشان می‌دهد که حتی داشتن راه ارتباطی آزاد با جهان را با بازداشت، شکنجه و مرگ پاسخ می‌دهد.
2050256087647953186	Fri May 01 16:48:37 +0000 2026	اینکه فکر میکنین علاالدین‌ رو بخاطر استارلینک کشتن هم جالبه در نوع خودش خانواده ای که تا فی خالدون وصلن و دو تا از بزرگترین و بی ریخت ترین و دزد ترین پاساژهای ایران رو میچرخونن، و معلوم نیست چه کثافت کاریایی کردن، استارلینک بهونه بسیار بسیار دم دستی و کوچیکی واسشون
2050253337254133955	Fri May 01 16:37:42 +0000 2026	۲ حسام علاءالدین، از بستگان مالک پاساژ علاءالدین، حدود دو هفته پیش بازداشت شده و پاسداران رژیم او را برای بازرسی به منزلش منتقل کرده‌اند. در جریان تفتیش، پس از کشف تجهیزات مربوط به اینترنت ماهواره‌ای استارلینک و مقاومت او، ماموران وی را به‌شدت مورد ضرب‌وشتم قرار داده‌اند که منجر
2050251016658997393	Fri May 01 16:28:28 +0000 2026	مرگ مشکوک حسام علاءالدین بـر اثـر شکنجــه در بـازداشتگاه؛  پس از اتهام استفاده از استارلینک  #حسام_علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از #بازداشت توسط نیروهای امنیتی جان خود را از دست داده است.  او به‌همراه برادرش و با اتهام «استفاده از #اینترنت جهانی» https://t.co/KcU6uJjcUK
2050250971310064103	Fri May 01 16:28:18 +0000 2026	مرگ مشکوک حسام علاءالدین بـر اثـر شکنجــه در بـازداشتگاه؛   پس از اتهام استفاده از استارلینک  #حسام_علاءالدین، شهروندی حدوداً ۴۰ ساله و پدر دو دختر دوقلو، پس از #بازداشت توسط نیروهای امنیتی جان خود را از دست داده است.  او به‌همراه برادرش و با اتهام «استفاده از #اینترنت جهانی» https://t.co/J4pSNXfThy
2050249370990256159	Fri May 01 16:21:56 +0000 2026	شاهزاده رضا پهلوی در واکنش به خبر کشته شدن حسام علاءالدین، از بستگان مالک پاساژ علاءالدین تهران، در ایکس نوشت: «حکومت «جنایتکار» جمهوری اسلامی حسام علاءالدین را پس از بازداشت به دلیل استفاده از استارلینک، زیر شکنجه کشت.»  شاهزاده رضا پهلوی با اشاره به قطعی اینترنت از ابتدای جنگ، نوشت: «این حکومت ۶۲ روز است اینترنت را قطع کرده و به کشتار مردم ایران ادامه می‌دهد؛ جهان نمی‌تواند سکوت کند.» https://t.co/S8T3FrBgih
